order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
3332989,174475,11,2,18,13
1061961,174475,12,0,9,12
123463,174475,13,0,11,7
345049,174475,14,2,11,16
2528986,174475,15,1,8,20
2558748,174475,16,0,9,13
2059047,174475,17,2,23,30
2807549,174475,18,0,12,26
705584,174475,19,3,16,24
1618502,174475,20,6,10,3
172780,174475,21,2,19,10
864343,174475,22,5,7,17
162291,174475,23,0,9,9
29031,174475,24,6,14,13
3163359,174475,25,6,16,14
1259022,174475,26,6,10,21
1583578,174476,1,5,13,
2165249,174476,2,3,5,30
1738210,174476,3,5,6,30
1092836,174476,4,2,7,30
780468,174476,5,1,5,6
2472823,174476,6,4,9,30
2263663,174476,7,1,11,4
1803127,174562,1,5,1,
1292912,174562,2,1,16,30
403529,174562,3,0,16,30
331503,174562,4,2,13,30
129795,174562,5,1,17,20
2123727,174684,1,1,13,
775854,174684,2,2,13,29
2932786,174684,3,0,8,5
3097078,174684,4,3,17,24
1083731,174684,5,0,8,11
566636,174684,6,1,19,8
13232,174684,7,0,12,13
1445338,174684,8,0,13,14
1874735,174684,9,0,12,7
2340031,174684,10,0,13,21
2690221,174684,11,2,19,9
403956,174684,12,0,9,26
3278780,174684,13,5,21,5
1619154,174684,14,0,17,9
2138333,174684,15,4,16,30
2597146,174684,16,0,14,10
2906364,174684,17,0,14,7
1022328,174684,18,4,14,11
2575124,174684,19,0,8,10
33429,174684,20,0,9,7
2174128,174684,21,1,15,29
8210,174684,22,4,16,24
171625,174691,1,1,10,
2006779,174691,2,2,9,8
1319046,174691,3,5,10,10
3124828,174691,4,1,10,24
3343814,174691,5,3,14,23
2294555,174719,1,0,16,
200681,174719,2,2,16,30
2208724,174719,3,2,18,30
2254383,174719,4,6,10,11
1144417,174719,5,0,10,15
960858,174719,6,0,13,7
3270590,174719,7,6,7,13
560901,174719,8,0,9,15
1976786,174719,9,0,16,14
714260,174719,10,0,11,14
2335671,174719,11,1,15,30
3008868,174719,12,0,9,13
1878680,174719,13,1,9,15
595402,174719,14,6,11,12
1550862,174719,15,1,14,9
1837759,174719,16,0,9,13
1703850,174719,17,2,16,16
606333,174719,18,0,15,12
191139,174720,1,1,22,
1127264,174720,2,1,19,14
2187910,174720,3,1,13,28
1599170,174720,4,6,11,5
3232349,174720,5,3,17,4
2612565,174720,6,4,9,1
63995,174720,7,3,0,13
199452,174743,1,3,15,
1227988,174743,2,3,14,30
276519,174743,3,4,13,8
1773115,174743,4,2,11,5
2117055,174851,1,0,13,
274237,174851,2,2,16,16
1277624,174851,3,1,17,30
345627,174851,4,1,18,7
2927802,174851,5,0,18,6
1467113,174851,6,0,13,30
2369992,174851,7,0,10,14
1237929,174864,1,0,15,
990276,174864,2,1,11,15
1051316,174864,3,1,14,7
3246869,174864,4,0,15,6
267606,174864,5,6,13,6
3134091,174864,6,0,16,15
1511231,174864,7,0,16,7
328827,174864,8,0,11,7
306692,174864,9,6,16,6
774808,174864,10,0,16,8
1238026,174864,11,4,21,4
1587525,174864,12,0,15,3
938952,174864,13,0,18,7
2026305,174864,14,0,22,7
3292085,174864,15,6,13,6
262469,174864,16,6,16,0
2430243,174864,17,3,16,11
2495492,174874,1,1,23,
3373612,174874,2,5,16,11
2360967,174874,3,5,16,21
1804649,174874,4,1,9,17
1525349,174874,5,1,15,14
3206397,174874,6,0,21,13
895069,174874,7,1,22,15
370965,174874,8,5,15,11
472374,174874,9,0,11,16
2194353,174874,10,1,23,15
655613,174874,11,1,13,14
45815,174874,12,0,23,13
1610387,174874,13,0,20,21
951308,174874,14,1,10,15
892662,174874,15,2,18,15
2312014,174874,16,2,17,14
911157,174874,17,1,10,30
1933721,174874,18,1,11,14
1724915,174874,19,1,16,21
212087,174874,20,1,15,21
2212650,174874,21,5,10,11
298507,174874,22,5,9,7
63196,174874,23,5,15,7
429155,174874,24,5,13,7
3264151,174874,25,4,14,6
1360253,174981,1,1,23,
173595,174981,2,3,17,2
989998,174981,3,0,20,4
1586066,174981,4,3,17,3
911588,174981,5,4,18,1
2209270,174981,6,1,23,4
2783455,174981,7,5,12,25
1973008,174981,8,2,13,11
3283288,174981,9,3,18,8
3353469,174981,10,3,15,7
2715045,174981,11,2,18,6
1428437,174981,12,2,10,14
2506948,174981,13,2,14,21
1730039,174981,14,2,21,14
1734624,174981,15,5,9,3
3340425,174981,16,2,10,11
1384984,174981,17,1,10,30
3094593,174981,18,5,20,11
1597706,174981,19,2,9,30
2595972,175059,1,0,22,
1887772,175059,2,0,21,7
2396875,175059,3,1,14,8
1300702,175059,4,1,12,7
2688849,175059,5,1,12,7
3229689,175059,6,6,18,5
2984295,175059,7,0,13,8
2725871,175357,1,3,11,
1228792,175357,2,4,8,29
1174323,175357,3,3,11,30
2595494,175357,4,2,7,30
2090190,175371,1,6,8,
3007977,175371,2,0,17,8
80962,175371,3,0,10,30
2417838,175371,4,0,13,30
3206790,175371,5,3,7,30
2491218,175375,1,0,9,
1825195,175375,2,2,13,23
287111,175375,3,2,16,30
507272,175375,4,0,1,30
993028,175375,5,0,10,30
675113,175383,1,3,8,
1926708,175383,2,2,8,20
1753838,175383,3,5,7,30
1745492,175383,4,5,12,14
2429440,175383,5,2,10,30
2870072,175391,1,2,23,
1816607,175391,2,6,14,18
1219753,175391,3,1,9,23
876593,175391,4,5,16,11
78399,175391,5,6,12,8
853450,175391,6,0,12,8
1991581,175391,7,3,15,10
664541,175391,8,5,16,9
1659405,175391,9,6,18,8
140601,175391,10,2,17,10
3402023,175391,11,4,16,9
2661068,175391,12,0,23,10
1152173,175391,13,4,16,11
1375129,175391,14,0,13,10
186529,175391,15,2,18,16
1468853,175391,16,3,20,8
1070744,175391,17,4,13,15
1076657,175391,18,1,13,11
2974672,175391,19,0,16,6
1203811,175391,20,2,13,9
2321886,175391,21,6,18,11
2549052,175391,22,0,18,8
1435592,175391,23,0,18,7
1223640,175391,24,3,11,3
1032255,175391,25,4,17,22
2193944,175391,26,6,15,16
1666565,175391,27,0,13,8
2236362,175391,28,0,12,7
1636256,175391,29,1,11,8
2238576,175391,30,2,17,8
1799906,175391,31,2,16,7
476214,175391,32,0,11,12
1988808,175391,33,5,11,5
623339,175391,34,4,18,6
2642764,175391,35,3,16,6
2956039,175391,36,5,16,9
1840782,175391,37,6,18,1
2723254,175391,38,1,18,9
1391655,175397,1,2,9,
1210660,175397,2,2,9,7
1023301,175397,3,2,11,7
3400993,175397,4,6,7,4
1546172,175397,5,4,7,12
2865694,175397,6,2,10,5
398118,175397,7,1,14,6
1971939,175397,8,1,11,7
1292768,175397,9,3,9,9
617142,175397,10,2,9,6
1485653,175397,11,3,9,8
841867,175397,12,2,9,13
819801,175440,1,0,12,
2008896,175440,2,4,9,4
757212,175440,3,0,15,10
3176861,175440,4,1,15,29
1606487,175440,5,0,15,30
2726921,175440,6,1,17,15
1168249,175440,7,5,13,11
1763358,175440,8,0,10,30
2909190,175440,9,5,9,26
535154,175440,10,0,8,30
2670973,175440,11,0,10,7
2492338,175440,12,2,12,9
2345627,175440,13,1,13,6
3070327,175440,14,0,7,30
3211716,175440,15,4,9,25
2383615,175440,16,3,7,6
1063772,175440,17,0,12,11
1432482,175440,18,4,14,25
3153685,175445,1,6,20,
2078433,175445,2,5,16,6
954205,175445,3,5,18,7
1821349,175445,4,2,13,4
956005,175445,5,3,13,15
1889871,175445,6,5,13,2
820623,175472,1,3,18,
3014075,175472,2,2,17,6
1276826,175472,3,3,15,29
3302014,175472,4,0,19,11
2010445,175472,5,6,16,13
2825612,175472,6,1,18,9
2685756,175472,7,2,19,15
1138664,175472,8,1,12,30
2554125,175472,9,6,20,12
1542815,175472,10,6,19,7
638167,175472,11,5,14,6
2585649,175472,12,4,23,6
2776930,175472,13,4,17,14
2453038,175472,14,6,14,16
1720806,175472,15,2,1,24
1632753,175472,16,2,15,7
14076,175472,17,1,20,6
108029,175472,18,4,18,24
2509025,175500,1,6,17,
3196599,175500,2,6,10,28
884590,175500,3,1,18,9
480091,175500,4,2,17,8
550810,175500,5,3,17,8
1944020,175500,6,3,12,14
2221209,175500,7,6,15,10
1592810,175500,8,0,17,8
300713,175500,9,2,17,30
2430374,175500,10,0,18,26
3047294,175500,11,1,17,22
193774,175500,12,1,10,21
2544443,175500,13,3,19,2
1920936,175500,14,4,15,15
341749,175509,1,6,16,
177134,175509,2,6,9,30
1924839,175509,3,1,7,30
2264693,175509,4,6,13,26
219864,175520,1,5,15,
504434,175520,2,0,13,30
1783036,175520,3,1,16,22
352761,175520,4,1,15,30
321672,175526,1,5,16,
2432671,175526,2,1,12,17
1602620,175526,3,6,19,30
463833,175526,4,2,18,17
1276471,175526,5,0,8,12
1109934,175526,6,0,14,21
778224,175526,7,3,15,10
2571193,175526,8,1,15,5
2257378,175526,9,0,14,27
671321,175526,10,3,17,3
2792418,175526,11,5,13,2
528154,175526,12,2,9,4
1364004,175526,13,1,8,13
251246,175526,14,1,15,7
1380308,175526,15,1,14,7
2082729,175526,16,0,18,6
713658,175526,17,0,18,7
2191525,175526,18,0,16,7
853745,175526,19,1,17,15
2793546,175526,20,1,19,7
2489025,175526,21,5,22,11
1429301,175526,22,1,10,10
462794,175526,23,1,17,7
3374009,175526,24,5,16,4
2907489,175526,25,3,17,5
327548,175526,26,6,8,10
2838118,175526,27,1,8,16
741146,175526,28,3,13,9
2918783,175526,29,5,18,9
2114071,175526,30,4,9,6
281211,175526,31,5,13,8
651043,175526,32,3,17,5
1702409,175526,33,1,16,5
709636,175526,34,2,7,8
2035540,175526,35,0,13,12
252177,175568,1,6,14,
472849,175568,2,5,15,13
1009313,175568,3,5,16,28
2637157,175568,4,0,17,16
1210299,175568,5,1,17,30
2973923,175568,6,5,16,25
1044534,175568,7,2,13,4
1510406,175595,1,4,13,
3131946,175595,2,3,18,6
2467621,175595,3,2,16,6
37517,175595,4,0,11,5
508460,175595,5,5,22,12
2988389,175595,6,2,14,11
1104671,175595,7,3,14,8
2175683,175595,8,1,14,19
1484708,175595,9,0,17,13
458659,175595,10,0,16,21
666305,175595,11,4,14,11
1184730,175595,12,3,13,6
2934962,175595,13,4,14,15
2833250,175595,14,4,9,14
451113,175595,15,0,10,17
1305354,175595,16,4,18,11
479135,175595,17,5,20,8
855444,175595,18,5,11,7
1750300,175595,19,0,20,30
412745,175606,1,5,14,
485401,175606,2,6,13,22
327186,175606,3,5,19,6
3235342,175606,4,0,10,2
538170,175606,5,4,8,4
2142928,175606,6,0,17,3
289106,175606,7,5,17,5
1637429,175606,8,6,18,15
1433710,175606,9,2,19,24
3121669,175630,1,4,18,
2615762,175630,2,1,19,4
2891209,175630,3,0,18,6
924193,175630,4,3,12,17
2496718,175630,5,3,21,21
1032206,175630,6,0,19,30
1782359,175630,7,0,17,21
2621502,175630,8,0,19,14
292737,175630,9,0,17,21
2385257,175630,10,5,12,30
378727,175630,11,6,9,15
2756542,175630,12,0,16,30
2383668,175631,1,2,7,
522900,175631,2,5,12,30
775327,175631,3,6,13,1
560208,175631,4,6,13,7
1099149,175631,5,5,10,13
47954,175631,6,5,10,7
3167432,175631,7,3,12,5
2056587,175631,8,0,10,4
72759,175631,9,5,8,26
2783741,175631,10,5,11,21
1247194,175631,11,5,9,7
2494156,175631,12,6,10,8
1643520,175631,13,5,7,6
1395711,175631,14,5,14,0
2836184,175631,15,5,9,7
4658,175631,16,4,7,30
1991754,175686,1,5,17,
1624038,175686,2,5,19,30
3271442,175686,3,4,17,27
845805,175686,4,6,14,2
3109610,175686,5,2,20,3
1831919,175686,6,4,11,16
355872,175686,7,6,13,9
1715717,175686,8,4,16,30
3105493,175686,9,5,15,8
1418065,175686,10,1,19,24
2827756,175686,11,5,13,25
2700395,175686,12,6,20,15
762012,175686,13,2,14,10
2459099,175686,14,2,14,7
331856,175686,15,1,12,13
3214157,175686,16,6,11,5
962666,175686,17,4,20,12
1892551,175686,18,2,11,12
104484,175686,19,0,11,12
2530836,175686,20,1,16,8
788204,175686,21,0,12,6
373315,175686,22,2,18,30
851226,175686,23,3,14,1
1619513,175686,24,6,10,17
2383071,175687,1,0,14,
202872,175687,2,1,15,30
3415944,175687,3,0,15,6
2408235,175687,4,1,15,1
226087,175687,5,0,7,20
30900,175687,6,3,14,10
528086,175687,7,5,14,2
1965569,175687,8,3,16,19
2242459,175687,9,6,17,10
23830,175687,10,1,13,16
833774,175687,11,2,7,30
875482,175768,1,0,13,
820636,175768,2,0,16,7
338320,175768,3,2,17,16
3318260,175768,4,0,9,12
1019724,175768,5,0,10,7
3170969,175768,6,6,13,6
2371909,175768,7,1,18,9
2582075,175768,8,2,7,8
2468790,175768,9,1,15,6
1854473,175768,10,0,16,6
922431,175768,11,0,16,7
727067,175768,12,0,17,7
1502,175768,13,0,14,14
264660,175768,14,0,15,7
520810,175768,15,0,13,7
1193524,175768,16,1,14,8
1464999,175768,17,6,14,19
2291934,175768,18,0,12,8
866950,175768,19,0,14,7
3288825,175768,20,6,15,6
1220481,175768,21,0,15,8
320600,175768,22,6,16,6
2219876,175768,23,0,10,8
1618476,175768,24,0,10,7
1656075,175768,25,0,9,14
1797295,175768,26,6,14,6
48872,175768,27,0,15,8
1090110,175768,28,0,17,7
1506498,175768,29,6,15,13
99158,175768,30,2,13,3
3330961,175768,31,6,16,11
1151112,175768,32,6,11,7
1716486,175768,33,0,7,8
715561,175768,34,0,15,7
2257756,175768,35,6,14,6
828107,175768,36,1,8,9
2962817,175768,37,0,9,6
1297149,175768,38,0,14,7
2616760,175768,39,5,15,12
1194396,175768,40,6,14,8
2900632,175768,41,0,12,8
1978779,175768,42,0,9,7
1189127,175768,43,6,9,6
5086,175768,44,0,15,8
64652,175768,45,0,13,7
1791263,175794,1,3,20,
469196,175794,2,2,17,30
1743976,175794,3,1,18,30
2755359,175794,4,1,17,21
3276054,175794,5,2,16,29
69839,175794,6,2,9,14
2980027,175794,7,1,10,13
1792920,175794,8,1,9,30
976456,175794,9,1,12,0
2047325,175794,10,2,10,1
877294,175794,11,1,8,6
1149673,175794,12,3,9,2
208260,175794,13,1,9,5
428886,175794,14,4,9,3
2640732,175794,15,2,9,5
2968377,175794,16,4,10,2
2131778,175794,17,2,10,5
3118803,175794,18,3,13,8
3341850,175794,19,2,9,6
425152,175799,1,1,10,
119055,175799,2,4,9,17
158805,175799,3,6,12,23
1852478,175799,4,0,8,15
2068687,175799,5,6,10,30
1169761,175799,6,4,9,5
891286,175799,7,1,14,30
1285040,175816,1,2,18,
59921,175816,2,3,11,30
2433940,175816,3,5,20,30
3095180,175816,4,3,9,30
1044210,175832,1,2,8,
3296036,175832,2,1,14,6
2931464,175832,3,2,14,8
1185501,175832,4,2,9,21
2500779,175832,5,4,9,9
1354462,175832,6,4,11,14
156883,175832,7,3,8,13
712547,175832,8,2,9,20
468424,175832,9,1,9,27
1482501,175832,10,3,10,16
3105208,175832,11,3,9,14
3025338,175832,12,1,13,12
2702523,175832,13,4,9,17
1892920,175832,14,1,9,11
2203267,175832,15,3,9,9
1764930,175832,16,1,11,26
1200230,175832,17,2,9,29
2947480,175832,18,2,10,7
1679964,175832,19,4,9,9
2152760,175832,20,2,10,12
1176633,175832,21,4,17,9
242503,175832,22,1,9,11
83030,175832,23,4,9,10
176169,175832,24,3,9,20
1099294,175832,25,1,8,30
2619916,175838,1,6,18,
1841626,175838,2,1,17,9
1878174,175838,3,1,18,7
2213915,175838,4,1,17,28
819891,175838,5,2,18,30
2406265,175934,1,6,16,
966344,175934,2,6,10,7
836712,175934,3,1,11,9
3235400,175934,4,6,16,30
2270550,175934,5,6,15,30
831011,175934,6,6,14,7
1584401,175973,1,1,17,
3364889,175973,2,2,12,8
2393737,175973,3,2,9,21
2690812,175973,4,4,18,30
2956599,175973,5,3,18,30
2853461,175973,6,1,11,5
651612,175997,1,1,9,
3306478,175997,2,5,10,30
3006477,175997,3,1,10,17
2326694,175997,4,1,9,28
1269582,175997,5,1,10,14
1823951,175997,6,4,8,30
2986287,176004,1,5,14,
1562677,176004,2,2,11,11
3368036,176004,3,3,16,22
171597,176004,4,4,10,1
3394467,176004,5,4,8,7
2488888,176004,6,1,14,4
2937742,176004,7,4,10,10
3204903,176004,8,4,17,7
1278616,176004,9,5,15,8
2044584,176004,10,2,16,4
2860141,176004,11,6,9,4
3286005,176004,12,3,17,4
2947889,176004,13,4,22,1
1735561,176004,14,1,10,4
2184096,176004,15,4,15,3
3109352,176004,16,4,10,7
3165619,176051,1,2,20,
3137417,176051,2,4,22,30
1643365,176051,3,6,10,30
291575,176051,4,5,21,6
3164419,176051,5,4,22,30
2734449,176054,1,6,14,
1279663,176054,2,6,10,21
681190,176054,3,0,8,29
522207,176054,4,0,8,30
1538803,176054,5,0,16,21
524080,176054,6,0,10,7
269946,176079,1,3,21,
934855,176079,2,6,19,30
73640,176079,3,2,9,3
238353,176079,4,2,10,21
2157510,176079,5,2,17,30
2170885,176136,1,3,10,
390826,176136,2,0,13,4
3362889,176136,3,6,11,6
2647484,176136,4,3,14,4
136122,176136,5,2,8,6
2691735,176136,6,3,18,8
2344918,176136,7,1,10,5
3188267,176136,8,4,11,3
3097235,176136,9,4,10,7
115838,176136,10,3,8,6
2912168,176136,11,4,7,8
2056301,176136,12,4,9,7
487749,176136,13,4,7,7
1280050,176136,14,0,13,3
265394,176136,15,6,9,6
982304,176136,16,4,12,5
605217,176136,17,4,10,7
447004,176136,18,2,18,26
2395752,176136,19,1,9,6
1796962,176136,20,6,8,5
1442201,176136,21,1,11,9
1152065,176136,22,1,12,7
526065,176136,23,4,8,10
910612,176147,1,0,10,
1817925,176147,2,1,11,1
1560517,176147,3,2,18,1
977898,176147,4,3,8,8
1890052,176147,5,0,12,4
1702098,176147,6,6,17,20
2268553,176147,7,1,12,30
2358660,176147,8,3,23,30
413094,176197,1,4,11,
32319,176197,2,4,11,30
1712375,176197,3,5,20,15
1560164,176197,4,1,10,30
691847,176197,5,2,12,30
2819065,176197,6,1,21,30
1323378,176305,1,3,16,
2732035,176305,2,6,11,30
2757733,176305,3,2,17,30
539717,176305,4,6,20,4
1114954,176305,5,1,17,30
1516331,176305,6,0,13,6
1331027,176338,1,1,12,
2494016,176338,2,1,11,28
2197727,176338,3,1,13,30
1325516,176338,4,5,12,11
2647753,176338,5,0,11,9
3416146,176338,6,4,15,30
880013,176351,1,0,16,
742768,176351,2,4,18,18
652953,176351,3,5,11,29
772140,176351,4,5,21,21
1787546,176351,5,5,19,7
408064,176351,6,6,16,15
1747277,176351,7,4,8,12
1378169,176351,8,4,19,14
1799010,176351,9,6,14,16
2306993,176351,10,6,16,7
2855573,176351,11,0,15,8
2489101,176351,12,6,13,6
3108903,176351,13,3,14,18
1188026,176351,14,4,10,8
1990992,176351,15,0,16,10
960530,176351,16,3,8,10
1474794,176351,17,6,8,10
2693784,176351,18,0,15,22
3207285,176351,19,3,20,3
1262021,176351,20,4,8,15
1705456,176351,21,0,10,10
1965213,176351,22,2,21,16
991311,176351,23,6,14,11
2754976,176375,1,1,17,
2908467,176375,2,4,22,30
511553,176375,3,6,11,30
505240,176375,4,6,11,21
2939002,176375,5,0,15,22
1048197,176375,6,1,10,22
1728938,176375,7,0,21,30
424184,176397,1,0,15,
2883212,176397,2,1,20,15
2459486,176397,3,1,14,14
1130622,176397,4,1,12,14
2242187,176397,5,1,13,7
787736,176397,6,2,14,15
3241693,176397,7,4,14,2
1965599,176397,8,1,13,4
1584196,176397,9,1,18,7
862189,176397,10,1,13,7
629712,176397,11,1,13,14
962618,176397,12,1,15,7
2025798,176397,13,1,9,7
2132418,176397,14,1,12,7
207299,176397,15,4,16,3
274479,176397,16,5,13,8
1623440,176397,17,1,10,3
3282211,176397,18,2,20,8
2035675,176397,19,4,13,9
2524054,176397,20,2,22,5
1645419,176397,21,2,10,7
2682740,176397,22,4,16,2
150093,176397,23,1,13,4
3005963,176397,24,3,15,2
635523,176397,25,1,17,5
2133470,176397,26,3,17,2
541213,176397,27,3,14,7
1232656,176397,28,1,9,5
777581,176447,1,4,20,
2170594,176447,2,2,18,5
1780069,176447,3,5,20,30
3397249,176447,4,0,17,2
2530509,176447,5,0,17,21
2986965,176447,6,1,10,29
2298869,176447,7,1,15,0
90511,176447,8,2,19,15
1985900,176447,9,4,16,23
887946,176447,10,5,13,30
100249,176567,1,2,14,
1430850,176567,2,0,14,5
497794,176567,3,5,9,5
815946,176567,4,2,14,4
2128251,176567,5,1,14,6
966114,176567,6,5,10,4
785702,176567,7,1,7,3
851179,176567,8,4,10,3
739469,176567,9,1,8,4
2957650,176567,10,6,13,5
3170888,176567,11,3,8,4
2217343,176567,12,0,17,4
1321117,176567,13,3,20,3
2422961,176567,14,2,16,13
2564048,176567,15,6,15,4
1841091,176567,16,0,8,8
3240756,176567,17,6,16,6
1849136,176567,18,6,20,7
3351499,176567,19,0,12,8
1205536,176567,20,0,7,7
1853619,176567,21,5,20,5
2660179,176567,22,6,8,8
771601,176567,23,6,9,7
2627664,176567,24,6,10,7
317491,176567,25,4,3,5
1626305,176567,26,6,9,9
2705965,176567,27,6,21,14
107829,176567,28,6,21,7
107731,176567,29,6,10,7
471764,176567,30,6,6,7
3186271,176567,31,0,9,8
2439806,176567,32,3,9,3
826987,176567,33,0,16,4
2171211,176567,34,6,8,6
2563813,176567,35,4,20,5
207458,176567,36,6,9,9
2437092,176567,37,6,6,7
836285,176567,38,3,13,4
2024555,176567,39,5,20,9
685563,176567,40,5,8,7
2886911,176567,41,6,7,8
446772,176567,42,5,20,6
1550648,176567,43,0,8,9
622298,176567,44,5,20,12
1326316,176567,45,0,9,9
490325,176567,46,4,14,11
1916163,176567,47,6,10,9
2938264,176567,48,6,6,7
2227492,176567,49,6,15,7
937404,176567,50,6,8,7
3095208,176567,51,4,6,5
2573403,176567,52,3,18,20
2980298,176581,1,6,10,
3283681,176581,2,5,18,30
1388398,176581,3,6,12,29
2358510,176581,4,0,12,30
672677,176589,1,1,11,
909557,176589,2,5,11,4
419067,176589,3,6,21,1
2859657,176589,4,6,20,28
1121497,176589,5,3,13,30
467291,176589,6,5,12,9
239390,176589,7,2,9,11
2052059,176589,8,3,13,8
440641,176589,9,1,10,12
145688,176589,10,1,13,14
68344,176589,11,1,14,28
349867,176589,12,2,10,8
3344288,176589,13,4,12,9
223786,176589,14,3,14,6
1500423,176589,15,1,9,5
227293,176589,16,5,10,4
1766816,176589,17,4,12,6
2523993,176589,18,1,17,11
2511188,176589,19,6,7,12
1229730,176589,20,6,10,14
492271,176589,21,1,10,16
2754413,176589,22,5,13,4
3258338,176589,23,3,8,5
571609,176589,24,5,23,16
1281640,176589,25,6,7,8
2625151,176589,26,5,11,6
2075728,176589,27,4,14,6
1169114,176589,28,1,11,4
2368196,176589,29,5,15,4
971122,176589,30,1,8,3
1224135,176589,31,5,14,11
1924091,176589,32,1,8,10
744361,176589,33,5,16,25
172594,176589,34,1,10,3
1519195,176589,35,0,20,13
316633,176601,1,0,18,
88341,176601,2,3,16,10
601893,176601,3,5,14,30
2914193,176601,4,4,9,6
1111914,176649,1,3,9,
808708,176649,2,2,14,6
639037,176649,3,4,12,2
1338741,176649,4,2,18,5
1719541,176649,5,0,17,5
1457862,176649,6,1,18,8
3096842,176649,7,1,16,14
2339382,176649,8,6,10,19
1543912,176649,9,6,14,14
3235,176649,10,5,13,30
1422505,176649,11,4,16,6
1597120,176649,12,1,20,11
657531,176649,13,4,14,24
51642,176649,14,6,17,2
2572605,176649,15,5,17,6
132138,176668,1,5,9,
183965,176668,2,3,9,5
750248,176668,3,5,8,30
3245267,176668,4,5,9,28
3039696,176668,5,5,9,7
2136010,176686,1,6,11,
976491,176686,2,1,17,9
2342557,176686,3,5,20,4
535031,176686,4,6,15,8
2311799,176686,5,0,15,8
1111599,176686,6,6,20,6
2161014,176686,7,6,18,7
1038301,176686,8,6,16,7
2917454,176686,9,6,8,7
3140499,176686,10,1,21,9
2786029,176686,11,1,21,14
1966083,176686,12,6,12,5
1953106,176686,13,5,21,6
3003283,176686,14,0,15,23
2088012,176686,15,6,10,6
1527507,176686,16,0,15,8
2716934,176686,17,2,8,16
2537076,176686,18,6,8,18
157514,176745,1,6,14,
3131842,176745,2,4,16,5
3073790,176745,3,4,19,0
785311,176745,4,5,16,8
2519838,176745,5,6,17,30
647258,176745,6,0,12,22
2605353,176745,7,1,15,1
2360686,176745,8,4,16,3
2163840,176745,9,6,19,2
371937,176745,10,4,17,5
1009222,176745,11,5,18,1
2781304,176745,12,1,15,3
951514,176745,13,0,14,27
1776101,176745,14,0,15,28
2903755,176757,1,1,13,
2150666,176757,2,0,18,6
1722637,176757,3,1,9,30
2059515,176757,4,4,11,17
3042072,176757,5,0,16,3
880531,176759,1,4,13,
1744363,176759,2,6,18,30
2055200,176759,3,5,21,27
1986632,176759,4,3,16,12
2553807,176759,5,0,14,4
2480090,176759,6,0,7,30
1024479,176759,7,3,15,3
1333895,176759,8,6,15,10
1020199,176759,9,3,15,4
1949273,176759,10,1,15,30
794844,176759,11,1,19,30
698119,176801,1,1,17,
3112552,176801,2,6,20,12
1512341,176801,3,2,16,17
2651565,176801,4,3,17,30
600640,176801,5,3,17,7
1718675,176801,6,2,17,6
1085510,176801,7,3,15,15
2131811,176801,8,2,13,13
2621595,176801,9,0,15,30
627090,176801,10,1,16,15
1992905,176801,11,3,18,30
1441347,176815,1,2,18,
711390,176815,2,0,11,12
1964763,176815,3,0,11,28
2337191,176815,4,0,17,14
2417893,176815,5,2,16,16
867714,176815,6,0,13,19
640914,176815,7,0,16,14
1856617,176815,8,2,16,30
1575872,176815,9,1,12,30
2364181,176815,10,6,17,5
268312,176815,11,2,18,10
2558550,176815,12,1,15,6
1517069,176815,13,3,10,23
2333223,176815,14,0,15,18
2216583,176815,15,0,11,21
738815,176818,1,2,22,
2141195,176818,2,6,12,18
2803915,176818,3,3,18,30
3187931,176818,4,6,17,30
81994,176818,5,4,15,30
2768576,176831,1,5,20,
2039777,176831,2,3,14,19
3194686,176831,3,6,14,3
852859,176831,4,1,11,9
2567260,176831,5,1,16,14
1864814,176831,6,5,13,11
432488,176831,7,4,19,6
1563226,176831,8,1,17,11
1281511,176831,9,6,20,5
1728248,176831,10,1,13,16
1318774,176831,11,0,6,6
1852701,176831,12,4,13,11
339516,176831,13,5,13,8
2481673,176831,14,3,12,5
2415814,176831,15,5,13,9
2241821,176831,16,6,12,8
1401787,176831,17,5,13,6
2343184,176831,18,1,17,10
2287110,176831,19,0,10,6
1240348,176831,20,6,16,6
1090791,176831,21,5,12,13
3069683,176831,22,4,11,6
2522050,176831,23,1,12,11
1512195,176831,24,5,13,11
2223201,176831,25,5,12,7
1718958,176831,26,5,14,7
1274559,176831,27,0,13,9
2125791,176831,28,0,12,7
2385110,176831,29,0,11,7
1801513,176831,30,5,12,12
1301560,176871,1,1,12,
884229,176871,2,1,16,14
1123651,176871,3,1,14,7
1369000,176871,4,2,11,15
1244665,176871,5,3,10,1
3125503,176871,6,2,9,6
1102346,176871,7,1,14,6
1717994,176871,8,1,12,7
396694,176871,9,2,9,1
2980307,176871,10,2,12,7
1908071,176871,11,2,10,7
2672638,176871,12,1,14,27
191948,176871,13,1,15,7
158266,176871,14,1,14,7
1567576,176871,15,1,14,28
1788261,176871,16,1,18,30
1481702,176871,17,1,11,14
3305813,176871,18,1,14,7
3399623,176871,19,3,11,9
472258,176871,20,1,13,5
2974093,176871,21,3,14,2
985967,176871,22,1,13,30
2280935,176871,23,1,13,21
1144016,176871,24,1,13,7
1907118,176871,25,1,14,14
3413447,176871,26,1,14,21
1020200,176871,27,1,12,14
2768956,176886,1,0,13,
36713,176886,2,5,12,26
2851719,176886,3,0,19,9
283094,176886,4,6,10,13
2234485,176886,5,2,7,10
1595229,176886,6,0,10,5
3101857,176886,7,0,7,30
